"item_id","date","buy","sell","abuy","asell"
"478","5","1","","",""
"3","6","1","","",""
"","1","10","","",""
"271","12","11","","",""
"25","25","11","","",""
"24","1","13","","",""
"57","2","13","","",""
"6","745","1444","","",""
"84","547","1649","","",""
"","617","185","","",""
"00","1","2","","",""
"376","1","2","","",""
"6907","1","2","","",""
"","10","2","","",""
"","2","2","","",""
"7","2","2","","",""
"","3","2","","",""
"085","3","2","","",""
"","4","2","","",""
"00","4","2","","",""
"733","15","22","","",""
"","3","22","","",""
"3972","9","23","","",""
"4058","24","27","","",""
"","2","3","","",""
"708","2","3","","",""
"0","3","3","","",""
"","5","3","","",""
"2","553","37","","",""
"9","406","370","","",""
"6","2","4","","",""
"50","4","4","","",""
"","5","4","","",""
"9","5","4","","",""
"51364","8","4","","",""
"4","9","4","","",""
"","9","40","","",""
"","1","45","","",""
"3","743","453","","",""
"","10","5","","",""
"3","10","5","","",""
"8646","3","5","","",""
"8999","3","5","","",""
"505","8","5","","",""
"6","317","526","","",""
"","3","6","","",""
"857","4","6","","",""
"6","965","60","","",""
"","0","8","","",""
"7","15","8","","",""
"034","2","8","","",""
"049","3","8","","",""
"896","4","9","","",""
"8524","2018-11-02 04:00:00","0","1000","0","1"
"8518","2019-01-13 18:00:00","0","11489","0","1"
"11447","2019-05-26 20:30:00","0","1000","0","1"
"11379","2019-05-31 03:30:00","0","10","0","1"
"5739","2019-06-03 18:30:00","0","150000","0","1"
"5726","2019-06-04 16:00:00","0","4208","0","1"
"11457","2019-06-04 16:30:00","0","32","0","1"
"5718","2019-06-08 04:30:00","0","100000","0","1"
"6169","2019-06-09 14:00:00","0","28000","0","1"
"870","2019-06-09 14:00:00","0","500","0","1"
"5716","2019-06-09 17:30:00","0","38519","0","1"
"5825","2019-06-09 17:30:00","0","8990","0","1"
"22372","2019-06-10 01:00:00","0","2750345","0","1"
"4016","2019-06-10 03:30:00","0","25","0","1"
"5833","2019-06-10 08:00:00","0","9995","0","1"
"22826","2019-06-10 20:00:00","0","36","0","1"
"5682","2019-06-10 20:00:00","0","501","0","1"
"10430","2019-06-11 07:00:00","0","910","0","1"
"6891","2019-06-11 18:30:00","0","1077","0","1"
"2023","2019-06-11 19:00:00","0","22","0","1"
"2023","2019-06-11 19:30:00","0","22","0","1"
"10366","2019-06-11 21:00:00","0","56934","0","1"
"1042","2019-06-11 21:00:00","0","28003","0","1"
"11065","2019-06-11 21:00:00","0","180","0","1"
"1173","2019-06-11 21:00:00","0","8","0","1"
"1187","2019-06-11 21:00:00","0","301000","0","1"
"1189","2019-06-11 21:00:00","0","33","0","1"
"12195","2019-06-11 21:00:00","0","176025","0","1"
"12205","2019-06-11 21:00:00","0","74001","0","1"
"12211","2019-06-11 21:00:00","0","53807","0","1"
"12215","2019-06-11 21:00:00","0","4555","0","1"
"12221","2019-06-11 21:00:00","0","9200","0","1"
"12275","2019-06-11 21:00:00","0","3500","0","1"
"12297","2019-06-11 21:00:00","0","2717","0","1"
"12335","2019-06-11 21:00:00","0","209300","0","1"
"12385","2019-06-11 21:00:00","0","19963","0","1"
"12447","2019-06-11 21:00:00","0","9022","0","1"
"12472","2019-06-11 21:00:00","0","42819","0","1"
"12494","2019-06-11 21:00:00","0","305988","0","1"
"12621","2019-06-11 21:00:00","0","185122","0","1"
"12624","2019-06-11 21:00:00","0","150555","0","1"
"1265","2019-06-11 21:00:00","0","71","0","1"
"1277","2019-06-11 21:00:00","0","30","0","1"
"12867","2019-06-11 21:00:00","0","15160","0","1"
"12919","2019-06-11 21:00:00","0","2228","0","1"
"12970","2019-06-11 21:00:00","0","170000","0","1"
"13058","2019-06-11 21:00:00","0","180000","0","1"
"1321","2019-06-11 21:00:00","0","50","0","1"
"1341","2019-06-11 21:00:00","0","400","0","1"
"1367","2019-06-11 21:00:00","0","1051","0","1"
"177","2019-06-11 21:00:00","0","172","0","1"
"19592","2019-06-11 21:00:00","0","29100","0","1"
"20143","2019-06-11 21:00:00","0","1807000","0","1"
"2026","2019-06-11 21:00:00","0","55","0","1"
"2464","2019-06-11 21:00:00","0","200","0","1"
"2605","2019-06-11 21:00:00","0","2100","0","1"
"319","2019-06-11 21:00:00","0","93","0","1"
"3473","2019-06-11 21:00:00","0","1558","0","1"
"4532","2019-06-11 21:00:00","0","3276","0","1"
"4546","2019-06-11 21:00:00","0","957","0","1"
"4710","2019-06-11 21:00:00","0","114800","0","1"
"4860","2019-06-11 21:00:00","0","27756","0","1"
"4902","2019-06-11 21:00:00","0","1182009","0","1"
"948","2019-06-11 21:00:00","0","35","0","1"
"10","2019-06-11 21:30:00","0","188242","0","1"
"1009","2019-06-11 21:30:00","0","84","0","1"
"10127","2019-06-11 21:30:00","0","1178","0","1"
"10402","2019-06-11 21:30:00","0","2747","0","1"
"1055","2019-06-11 21:30:00","0","7639","0","1"
"1075","2019-06-11 21:30:00","0","150","0","1"
"1091","2019-06-11 21:30:00","0","4206","0","1"
"1103","2019-06-11 21:30:00","0","44","0","1"
"11128","2019-06-11 21:30:00","0","2840000","0","1"
"11286","2019-06-11 21:30:00","0","5960000","0","1"
"1145","2019-06-11 21:30:00","0","940","0","1"
"11473","2019-06-11 21:30:00","0","910","0","1"
"11836","2019-06-11 21:30:00","0","177000","0","1"
"11964","2019-06-11 21:30:00","0","53423","0","1"
"12","2019-06-11 21:30:00","0","187501","0","1"
"1205","2019-06-11 21:30:00","0","31","0","1"
"1217","2019-06-11 21:30:00","0","77","0","1"
"12193","2019-06-11 21:30:00","0","101300","0","1"
"12199","2019-06-11 21:30:00","0","4190","0","1"
"12205","2019-06-11 21:30:00","0","77000","0","1"
"12219","2019-06-11 21:30:00","0","1756","0","1"
"12271","2019-06-11 21:30:00","0","26952","0","1"
"12319","2019-06-11 21:30:00","0","3609","0","1"
"12385","2019-06-11 21:30:00","0","21258","0","1"
"12460","2019-06-11 21:30:00","0","46075","0","1"
"12464","2019-06-11 21:30:00","0","39320","0","1"
"12468","2019-06-11 21:30:00","0","44920","0","1"
"12482","2019-06-11 21:30:00","0","39734","0","1"
"12486","2019-06-11 21:30:00","0","26720","0","1"
"12488","2019-06-11 21:30:00","0","34000","0","1"
"12506","2019-06-11 21:30:00","0","55172","0","1"
"12614","2019-06-11 21:30:00","0","3669","0","1"
"12618","2019-06-11 21:30:00","0","280031","0","1"
"12620","2019-06-11 21:30:00","0","225001","0","1"
"12624","2019-06-11 21:30:00","0","150616","0","1"
"1283","2019-06-11 21:30:00","0","266","0","1"
"12907","2019-06-11 21:30:00","0","2134","0","1"
"1291","2019-06-11 21:30:00","0","25","0","1"
"12915","2019-06-11 21:30:00","0","7158","0","1"
"1297","2019-06-11 21:30:00","0","375","0","1"
"13058","2019-06-11 21:30:00","0","180000","0","1"
"1307","2019-06-11 21:30:00","0","50","0","1"
"13157","2019-06-11 21:30:00","0","917222","0","1"
"13269","2019-06-11 21:30:00","0","8295000","0","1"
"1375","2019-06-11 21:30:00","0","20","0","1"
"1422","2019-06-11 21:30:00","0","27","0","1"
"1454","2019-06-11 21:30:00","0","500","0","1"
"1456","2019-06-11 21:30:00","0","9000","0","1"
"177","2019-06-11 21:30:00","0","172","0","1"
"20095","2019-06-11 21:30:00","0","8304456","0","1"
"20098","2019-06-11 21:30:00","0","17203000","0","1"
"20101","2019-06-11 21:30:00","0","4320999","0","1"
"20104","2019-06-11 21:30:00","0","11078703","0","1"
"20107","2019-06-11 21:30:00","0","3253000","0","1"
"21015","2019-06-11 21:30:00","0","6046012","0","1"
"22869","2019-06-11 21:30:00","0","101997","0","1"
"2589","2019-06-11 21:30:00","0","31024","0","1"
"2601","2019-06-11 21:30:00","0","3647","0","1"
"2605","2019-06-11 21:30:00","0","1921","0","1"
"2611","2019-06-11 21:30:00","0","19102","0","1"
"3200","2019-06-11 21:30:00","0","11088","0","1"
"3239","2019-06-11 21:30:00","0","195","0","1"
"3333","2019-06-11 21:30:00","0","3","0","1"
"4125","2019-06-11 21:30:00","0","235","0","1"
"4860","2019-06-11 21:30:00","0","27756","0","1"
"4866","2019-06-11 21:30:00","0","56927","0","1"
"4872","2019-06-11 21:30:00","0","1837408","0","1"
"4878","2019-06-11 21:30:00","0","1839100","0","1"
"4902","2019-06-11 21:30:00","0","1177000","0","1"
"5018","2019-06-11 21:30:00","0","305","0","1"
"528","2019-06-11 21:30:00","0","250","0","1"
"5298","2019-06-11 21:30:00","0","1250","0","1"
"6","2019-06-11 21:30:00","0","187501","0","1"
"7158","2019-06-11 21:30:00","0","131788","0","1"
"8","2019-06-11 21:30:00","0","188528","0","1"
"804","2019-06-11 21:30:00","0","178","0","1"
"1015","2019-06-11 22:00:00","0","20","0","1"
"1021","2019-06-11 22:00:00","0","327","0","1"
"10296","2019-06-11 22:00:00","0","3754","0","1"
"10304","2019-06-11 22:00:00","0","3102","0","1"
"10366","2019-06-11 22:00:00","0","56585","0","1"
"1117","2019-06-11 22:00:00","0","34","0","1"
"11286","2019-06-11 22:00:00","0","5960000","0","1"
"11367","2019-06-11 22:00:00","0","101","0","1"
"11473","2019-06-11 22:00:00","0","910","0","1"
"1151","2019-06-11 22:00:00","0","243","0","1"
"1195","2019-06-11 22:00:00","0","950","0","1"
"12199","2019-06-11 22:00:00","0","4190","0","1"
"1231","2019-06-11 22:00:00","0","17214","0","1"
"12361","2019-06-11 22:00:00","0","4751","0","1"
"12445","2019-06-11 22:00:00","0","67900","0","1"
"12451","2019-06-11 22:00:00","0","144451","0","1"
"12455","2019-06-11 22:00:00","0","180249","0","1"
"12480","2019-06-11 22:00:00","0","39817","0","1"
"12482","2019-06-11 22:00:00","0","39733","0","1"
"12532","2019-06-11 22:00:00","0","8285","0","1"
"12618","2019-06-11 22:00:00","0","281440","0","1"
"12867","2019-06-11 22:00:00","0","16000","0","1"
"12909","2019-06-11 22:00:00","0","1892","0","1"
"13267","2019-06-11 22:00:00","0","8253715","0","1"
"1464","2019-06-11 22:00:00","0","9","0","1"
"20068","2019-06-11 22:00:00","0","932000","0","1"
"20098","2019-06-11 22:00:00","0","17203000","0","1"
"20104","2019-06-11 22:00:00","0","11082384","0","1"
"20243","2019-06-11 22:00:00","0","3605","0","1"
"20246","2019-06-11 22:00:00","0","2505","0","1"
"20251","2019-06-11 22:00:00","0","2000","0","1"
"22452","2019-06-11 22:00:00","0","3214","0","1"
"22806","2019-06-11 22:00:00","0","3001","0","1"
"23351","2019-06-11 22:00:00","0","16798000","0","1"
"23354","2019-06-11 22:00:00","0","1479759","0","1"
"23375","2019-06-11 22:00:00","0","5100","0","1"
"2458","2019-06-11 22:00:00","0","44","0","1"
"2599","2019-06-11 22:00:00","0","9625","0","1"
"2613","2019-06-11 22:00:00","0","13050","0","1"
"2647","2019-06-11 22:00:00","0","9969","0","1"
"3200","2019-06-11 22:00:00","0","12223","0","1"
"3474","2019-06-11 22:00:00","0","3459","0","1"
"4872","2019-06-11 22:00:00","0","1837408","0","1"
"4878","2019-06-11 22:00:00","0","1839100","0","1"
"5284","2019-06-11 22:00:00","0","4","0","1"
"5755","2019-06-11 22:00:00","0","1133","0","1"
"5958","2019-06-11 22:00:00","0","121","0","1"
"6235","2019-06-11 22:00:00","0","3418","0","1"
"630","2019-06-11 22:00:00","0","481","0","1"
"6470","2019-06-11 22:00:00","0","470","0","1"
"6752","2019-06-11 22:00:00","0","1197","0","1"
"7327","2019-06-11 22:00:00","0","380","0","1"
"7390","2019-06-11 22:00:00","0","780000","0","1"
"837","2019-06-11 22:00:00","0","8","0","1"
"9745","2019-06-11 22:00:00","0","276","0","1"
"10300","2019-06-11 22:30:00","0","3100","0","1"
"1055","2019-06-11 22:30:00","0","8206","0","1"
"11335","2019-06-11 22:30:00","0","42100001","0","1"
"1187","2019-06-11 22:30:00","0","301000","0","1"
"1189","2019-06-11 22:30:00","0","32","0","1"
"1211","2019-06-11 22:30:00","0","268","0","1"
"1217","2019-06-11 22:30:00","0","77","0","1"
"12201","2019-06-11 22:30:00","0","2003","0","1"
"12273","2019-06-11 22:30:00","0","34000","0","1"
"12301","2019-06-11 22:30:00","0","2000","0","1"
"12361","2019-06-11 22:30:00","0","4500","0","1"
"12385","2019-06-11 22:30:00","0","19963","0","1"
"12445","2019-06-11 22:30:00","0","88755","0","1"
"12449","2019-06-11 22:30:00","0","286000","0","1"
"12476","2019-06-11 22:30:00","0","24012","0","1"
"12492","2019-06-11 22:30:00","0","280124","0","1"
"12494","2019-06-11 22:30:00","0","306000","0","1"
"12524","2019-06-11 22:30:00","0","12538","0","1"
"12614","2019-06-11 22:30:00","0","3669","0","1"
"12615","2019-06-11 22:30:00","0","2820","0","1"
"12617","2019-06-11 22:30:00","0","200000","0","1"
"1265","2019-06-11 22:30:00","0","110","0","1"
"12777","2019-06-11 22:30:00","0","2682","0","1"
"12909","2019-06-11 22:30:00","0","1892","0","1"
"1291","2019-06-11 22:30:00","0","20","0","1"
"12968","2019-06-11 22:30:00","0","216000","0","1"
"13159","2019-06-11 22:30:00","0","774000","0","1"
"13265","2019-06-11 22:30:00","0","8282919","0","1"
"135","2019-06-11 22:30:00","0","150","0","1"
"1454","2019-06-11 22:30:00","0","500","0","1"
"1595","2019-06-11 22:30:00","0","200","0","1"
"1681","2019-06-11 22:30:00","0","2060","0","1"
"177","2019-06-11 22:30:00","0","172","0","1"
"19601","2019-06-11 22:30:00","0","28651","0","1"
"21018","2019-06-11 22:30:00","0","13738000","0","1"
"21021","2019-06-11 22:30:00","0","56485004","0","1"
"21049","2019-06-11 22:30:00","0","126650000","0","1"
"2164","2019-06-11 22:30:00","0","2","0","1"
"22246","2019-06-11 22:30:00","0","8850123","0","1"
"22278","2019-06-11 22:30:00","0","4145","0","1"
"22470","2019-06-11 22:30:00","0","1503","0","1"
"23291","2019-06-11 22:30:00","0","37358","0","1"
"2428","2019-06-11 22:30:00","0","5","0","1"
"2460","2019-06-11 22:30:00","0","55","0","1"
"2601","2019-06-11 22:30:00","0","3780","0","1"
"2609","2019-06-11 22:30:00","0","6500","0","1"
"2613","2019-06-11 22:30:00","0","15817","0","1"
"2878","2019-06-11 22:30:00","0","1","0","1"
"3188","2019-06-11 22:30:00","0","152","0","1"
"3474","2019-06-11 22:30:00","0","3459","0","1"
"4827","2019-06-11 22:30:00","0","1037","0","1"
"4860","2019-06-11 22:30:00","0","31000","0","1"
"5018","2019-06-11 22:30:00","0","290","0","1"
"640","2019-06-11 22:30:00","0","355","0","1"
"660","2019-06-11 22:30:00","0","500","0","1"
"7376","2019-06-11 22:30:00","0","2556","0","1"
"7390","2019-06-11 22:30:00","0","740000","0","1"
"10428","2019-06-11 23:00:00","0","6956","0","1"
"11286","2019-06-11 23:00:00","0","5965000","0","1"
"11812","2019-06-11 23:00:00","0","9250000","0","1"
"1211","2019-06-11 23:00:00","0","297","0","1"
"12195","2019-06-11 23:00:00","0","153043","0","1"
"12203","2019-06-11 23:00:00","0","26351","0","1"
"12253","2019-06-11 23:00:00","0","108700","0","1"
"12255","2019-06-11 23:00:00","0","114001","0","1"
"1231","2019-06-11 23:00:00","0","17214","0","1"
"12319","2019-06-11 23:00:00","0","3096","0","1"
"12445","2019-06-11 23:00:00","0","58200","0","1"
"12470","2019-06-11 23:00:00","0","39474","0","1"
"12472","2019-06-11 23:00:00","0","37510","0","1"
"12478","2019-06-11 23:00:00","0","33604","0","1"
"12484","2019-06-11 23:00:00","0","37772","0","1"
"12486","2019-06-11 23:00:00","0","24808","0","1"
"12488","2019-06-11 23:00:00","0","33726","0","1"
"125","2019-06-11 23:00:00","0","3","0","1"
"12520","2019-06-11 23:00:00","0","5518","0","1"
"12538","2019-06-11 23:00:00","0","10587","0","1"
"12615","2019-06-11 23:00:00","0","1807","0","1"
"12618","2019-06-11 23:00:00","0","276002","0","1"
"12909","2019-06-11 23:00:00","0","1892","0","1"
"13014","2019-06-11 23:00:00","0","20664","0","1"
"13169","2019-06-11 23:00:00","0","1050000","0","1"
"13269","2019-06-11 23:00:00","0","8295000","0","1"
"1664","2019-06-11 23:00:00","0","12211","0","1"
"19924","2019-06-11 23:00:00","0","831596","0","1"
"20266","2019-06-11 23:00:00","0","15924","0","1"
"21049","2019-06-11 23:00:00","0","126500000","0","1"
"22299","2019-06-11 23:00:00","0","3986984","0","1"
"22302","2019-06-11 23:00:00","0","7981047","0","1"
"22477","2019-06-11 23:00:00","0","69850000","0","1"
"22963","2019-06-11 23:00:00","0","36637","0","1"
"23351","2019-06-11 23:00:00","0","16612000","0","1"
"23401","2019-06-11 23:00:00","0","9508","0","1"
"2458","2019-06-11 23:00:00","0","44","0","1"
"2589","2019-06-11 23:00:00","0","31015","0","1"
"2591","2019-06-11 23:00:00","0","211000","0","1"
"2593","2019-06-11 23:00:00","0","51500","0","1"
"2595","2019-06-11 23:00:00","0","64667","0","1"
"2597","2019-06-11 23:00:00","0","192000","0","1"
"2647","2019-06-11 23:00:00","0","10000","0","1"
"3034","2019-06-11 23:00:00","0","312","0","1"
"319","2019-06-11 23:00:00","0","91","0","1"
"3803","2019-06-11 23:00:00","0","101","0","1"
"4627","2019-06-11 23:00:00","0","950","0","1"
"4860","2019-06-11 23:00:00","0","29400","0","1"
"4884","2019-06-11 23:00:00","0","231999","0","1"
"4890","2019-06-11 23:00:00","0","973099","0","1"
"4896","2019-06-11 23:00:00","0","943099","0","1"
"4902","2019-06-11 23:00:00","0","1186100","0","1"
"5954","2019-06-11 23:00:00","0","386","0","1"
"5956","2019-06-11 23:00:00","0","234","0","1"
"5970","2019-06-11 23:00:00","0","44","0","1"
"642","2019-06-11 23:00:00","0","760","0","1"
"7158","2019-06-11 23:00:00","0","133112","0","1"
"837","2019-06-11 23:00:00","0","8","0","1"
"867","2019-06-11 23:00:00","0","401","0","1"
"10310","2019-06-11 23:30:00","0","6674","0","1"
"10366","2019-06-11 23:30:00","0","59558","0","1"
"1055","2019-06-11 23:30:00","0","8200","0","1"
"11074","2019-06-11 23:30:00","0","561","0","1"
"11964","2019-06-11 23:30:00","0","68459","0","1"
"121","2019-06-11 23:30:00","0","3","0","1"
"1217","2019-06-11 23:30:00","0","77","0","1"
"12213","2019-06-11 23:30:00","0","31042","0","1"
"12255","2019-06-11 23:30:00","0","114000","0","1"
"1231","2019-06-11 23:30:00","0","17214","0","1"
"12375","2019-06-11 23:30:00","0","4252","0","1"
"12453","2019-06-11 23:30:00","0","506667","0","1"
"12455","2019-06-11 23:30:00","0","165001","0","1"
"12480","2019-06-11 23:30:00","0","42000","0","1"
"12490","2019-06-11 23:30:00","0","9700","0","1"
"12500","2019-06-11 23:30:00","0","257658","0","1"
"12524","2019-06-11 23:30:00","0","12500","0","1"
"12614","2019-06-11 23:30:00","0","4056","0","1"
"12615","2019-06-11 23:30:00","0","2101","0","1"
"12616","2019-06-11 23:30:00","0","3338","0","1"
"12617","2019-06-11 23:30:00","0","204000","0","1"
"12621","2019-06-11 23:30:00","0","160000","0","1"
"12623","2019-06-11 23:30:00","0","232669","0","1"
"12624","2019-06-11 23:30:00","0","143002","0","1"
"1277","2019-06-11 23:30:00","0","30","0","1"
"12825","2019-06-11 23:30:00","0","134985790","0","1"
"12907","2019-06-11 23:30:00","0","2037","0","1"
"1297","2019-06-11 23:30:00","0","375","0","1"
"13060","2019-06-11 23:30:00","0","185504","0","1"
"1345","2019-06-11 23:30:00","0","2253","0","1"
"1456","2019-06-11 23:30:00","0","10241","0","1"
"175","2019-06-11 23:30:00","0","159","0","1"
"177","2019-06-11 23:30:00","0","172","0","1"
"179","2019-06-11 23:30:00","0","21","0","1"
"19601","2019-06-11 23:30:00","0","29100","0","1"
"1973","2019-06-11 23:30:00","0","50","0","1"
"19915","2019-06-11 23:30:00","0","2287","0","1"
"20026","2019-06-11 23:30:00","0","150001","0","1"
"20071","2019-06-11 23:30:00","0","3035001","0","1"
"21049","2019-06-11 23:30:00","0","126500000","0","1"
"21079","2019-06-11 23:30:00","0","4451000","0","1"
"21163","2019-06-11 23:30:00","0","1000","0","1"
"22299","2019-06-11 23:30:00","0","3996366","0","1"
"22302","2019-06-11 23:30:00","0","7981047","0","1"
"22368","2019-06-11 23:30:00","0","2851666","0","1"
"22464","2019-06-11 23:30:00","0","5021","0","1"
"22470","2019-06-11 23:30:00","0","1503","0","1"
"2454","2019-06-11 23:30:00","0","152","0","1"
"2458","2019-06-11 23:30:00","0","44","0","1"
"2597","2019-06-11 23:30:00","0","192000","0","1"
"2599","2019-06-11 23:30:00","0","8905","0","1"
"2605","2019-06-11 23:30:00","0","2311","0","1"
"2607","2019-06-11 23:30:00","0","30500","0","1"
"2609","2019-06-11 23:30:00","0","6505","0","1"
"2878","2019-06-11 23:30:00","0","1","0","1"
"3351","2019-06-11 23:30:00","0","1000","0","1"
"3474","2019-06-11 23:30:00","0","3400","0","1"
"4716","2019-06-11 23:30:00","0","242689","0","1"
"4860","2019-06-11 23:30:00","0","31000","0","1"
"5283","2019-06-11 23:30:00","0","15","0","1"
"5730","2019-06-11 23:30:00","0","42101","0","1"
"5767","2019-06-11 23:30:00","0","421","0","1"
"5954","2019-06-11 23:30:00","0","402","0","1"
"6388","2019-06-11 23:30:00","0","1","0","1"
"7327","2019-06-11 23:30:00","0","300","0","1"
"7374","2019-06-11 23:30:00","0","5456","0","1"
"7388","2019-06-11 23:30:00","0","17823","0","1"
"7390","2019-06-11 23:30:00","0","631631","0","1"
"7394","2019-06-11 23:30:00","0","600000","0","1"
"1015","2019-06-12 00:00:00","0","23","0","1"
"10308","2019-06-12 00:00:00","0","3681","0","1"
"10314","2019-06-12 00:00:00","0","9009","0","1"
"1042","2019-06-12 00:00:00","0","31466","0","1"
"1111","2019-06-12 00:00:00","0","2767","0","1"
"12193","2019-06-12 00:00:00","0","111800","0","1"
"12203","2019-06-12 00:00:00","0","30579","0","1"
"12265","2019-06-12 00:00:00","0","90012","0","1"
"123","2019-06-12 00:00:00","0","1","0","1"
"12301","2019-06-12 00:00:00","0","3227","0","1"
"12387","2019-06-12 00:00:00","0","104555","0","1"
"12464","2019-06-12 00:00:00","0","39000","0","1"
"12472","2019-06-12 00:00:00","0","38644","0","1"
"12536","2019-06-12 00:00:00","0","72000","0","1"
"12614","2019-06-12 00:00:00","0","3486","0","1"
"12623","2019-06-12 00:00:00","0","232669","0","1"
"1283","2019-06-12 00:00:00","0","243","0","1"
"12909","2019-06-12 00:00:00","0","1892","0","1"
"1291","2019-06-12 00:00:00","0","20","0","1"
"12992","2019-06-12 00:00:00","0","122493","0","1"
"13159","2019-06-12 00:00:00","0","750000","0","1"
"13263","2019-06-12 00:00:00","0","27429998","0","1"
"1426","2019-06-12 00:00:00","0","160","0","1"
"1664","2019-06-12 00:00:00","0","12400","0","1"
"177","2019-06-12 00:00:00","0","172","0","1"
"19988","2019-06-12 00:00:00","0","35000","0","1"
"2011","2019-06-12 00:00:00","0","722","0","1"
"2026","2019-06-12 00:00:00","0","172","0","1"
"21009","2019-06-12 00:00:00","0","76137","0","1"
"21347","2019-06-12 00:00:00","0","3507","0","1"
"21975","2019-06-12 00:00:00","0","12300","0","1"
"22302","2019-06-12 00:00:00","0","7981047","0","1"
"22305","2019-06-12 00:00:00","0","15977580","0","1"
"22464","2019-06-12 00:00:00","0","5050","0","1"
"22808","2019-06-12 00:00:00","0","2901","0","1"
"22963","2019-06-12 00:00:00","0","36700","0","1"
"23354","2019-06-12 00:00:00","0","1544000","0","1"
"23375","2019-06-12 00:00:00","0","5100","0","1"
"23378","2019-06-12 00:00:00","0","9000","0","1"
"23392","2019-06-12 00:00:00","0","9642","0","1"
"2591","2019-06-12 00:00:00","0","213870","0","1"
"2593","2019-06-12 00:00:00","0","51000","0","1"
"2595","2019-06-12 00:00:00","0","64200","0","1"
"2607","2019-06-12 00:00:00","0","30466","0","1"
"2611","2019-06-12 00:00:00","0","19250","0","1"
"2643","2019-06-12 00:00:00","0","25069","0","1"
"2647","2019-06-12 00:00:00","0","2000","0","1"
"3475","2019-06-12 00:00:00","0","3623","0","1"
"4125","2019-06-12 00:00:00","0","204","0","1"
"4866","2019-06-12 00:00:00","0","58001","0","1"
"5016","2019-06-12 00:00:00","0","272","0","1"
"5954","2019-06-12 00:00:00","0","402","0","1"
"640","2019-06-12 00:00:00","0","392","0","1"
"6794","2019-06-12 00:00:00","0","11","0","1"
"7338","2019-06-12 00:00:00","0","700","0","1"
"7388","2019-06-12 00:00:00","0","17823","0","1"
"7396","2019-06-12 00:00:00","0","85066","0","1"
"9741","2019-06-12 00:00:00","0","562","0","1"
"10302","2019-06-12 00:30:00","0","3100","0","1"
"10354","2019-06-12 00:30:00","0","40999","0","1"
"1103","2019-06-12 00:30:00","0","45","0","1"
"11286","2019-06-12 00:30:00","0","6000000","0","1"
"11964","2019-06-12 00:30:00","0","65037","0","1"
"1205","2019-06-12 00:30:00","0","38","0","1"
"12193","2019-06-12 00:30:00","0","111800","0","1"
"12197","2019-06-12 00:30:00","0","12500","0","1"
"12223","2019-06-12 00:30:00","0","4094","0","1"
"12255","2019-06-12 00:30:00","0","117075","0","1"
"12259","2019-06-12 00:30:00","0","22000","0","1"
"123","2019-06-12 00:30:00","0","3","0","1"
"1231","2019-06-12 00:30:00","0","17214","0","1"
"12361","2019-06-12 00:30:00","0","6859","0","1"
"12383","2019-06-12 00:30:00","0","1102555","0","1"
"12453","2019-06-12 00:30:00","0","544389","0","1"
"12478","2019-06-12 00:30:00","0","33000","0","1"
"12500","2019-06-12 00:30:00","0","257658","0","1"
"12502","2019-06-12 00:30:00","0","256000","0","1"
